City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
gurgaon,"4 BHK Apartment for Rent in DLF Camellias, Golf Course Road",DLF Camellias,Unfurnished,Bachelors,Immediately,None,6 out of 38,North - East,"Garden/Park, Pool, Main Road",4,3,₹7 Lac,"DLF The Camellias in Sector-42 Gurgaon, Gurgaon by DLF Builders is a residential project. The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living. Name inspired by One of Asia's beautiful native plant The Camellias. The Apartment are of the following configurations: 4BHK, 5BHK and 6BHK HIGHLIGHTS Provision of auditorium. 2 and 3 lifts per towers. 3 level basement car parking. 1.4 acres of water garden having LED lights. Combined large deck is provided for rear bedrooms with depth upto 8 ft. Misting provision in decks to ensure a comfortable sit out in summers. Advanced fire fighting equipment have been installed to avoid any fire related mishaps. High speed Wi-Fi connectivity to keep connected with the world has been installed at the property. Exclusive drop off areas have been dedicated at entrance lobbies for the convenience of the visitors. AMENITIES Cycling Track. 7 Energy zones. Golf cart shuttles. 300 people banquet facility. 5 pools plus 1 indoor heaed pool. World class Spa and Spa Reception. 12,000sqft Gymnasium under the water park. Restaurant - Pan Asian and European Cuisine. Lobby on the GF - Bakery, wine bar, Restaurant. LOCATION ADVANTAGES Nearby Golf Course Road. Well Connected to Ch. Raghvendra Singh Marg. Well connected from Golf Course Extension Road. Renowned hospitals and malls are also located in close proximity to the property"
gurgaon,"1 BHK Apartment for Rent in Ansal Celebrity Suites, Palam Vihar",Ansal Celebrity Suites,Semi-Furnished,Bachelors/Family,Immediately,700 sqft,5 out of 14,East,"Garden/Park, Pool, Main Road",2,1,"₹21,000","1 bhk in celebrity suits society one bedroom one drawing room attach wasroom modular kitchen with 2 ac, all amenties over there. Do you want to rent flat for accomodation? Consider 1 BHK flat in the popular locality of Palam Vihar. The state-of-the art flat available on rent is part of the Ansal Celebrity Suites. Affordable to rent, the flat is available for rent at a competitive amount of Rs 21,000/-. You just have to deposit an initial booking amount of Rs 42000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. The flat is centrally located near ansal plaza mall ,global foyer mall, colombia asia hospital.. The location ensures a splendid view of garden/park, pool, main road. The flat has 1 covered, 1 open car parking for your convenience. The flat also has 1 balconies for a multiple usages. The flat on rent has 1 large and spacious bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
gurgaon,"4 BHK Apartment for Rent in Corona Optus, Sector 37C, Delhi Gurgaon Expressway",Corona Optus,Semi-Furnished,Bachelors,Immediately,2364 sqft,7 out of 14,North,"Garden/Park, Main Road",5,4,"₹35,000","4 split AC modular kitchen wardrobe geyser fan tube light and curtain rod Rent flats of 4 BHK in the prime locality of Sector 37C, Delhi Gurgaon Expressway. The aesthetically designed flat available on rent is part of the leading project of Corona Optus. Affordable to rent, the flat is available for rent at a competitive amount of Rs 35,000/-. Plus you need to pay a booking amount of only Rs 35000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are bar/lounge, banquet hall, jogging and strolling track, outdoor tennis courts, laundry service. The flat is strategically located near near dwarka expressway. It is well-positioned and one can get a view of garden/park, main road. Also, it features 4 balconies that are spacious. The flat on rent has 4 large and spacious bedrooms. The flat comes semi-furnished and is sure to appeal to you. It is immediately available for rent. "
gurgaon,4 BHK Apartment for Rent in Sector 56,None,Furnished,Family,Immediately,5500 sqft,11 out of 20,North - East,"Garden/Park, Pool, Main Road",4,2,₹3 Lac,"4BHK fully furnished flat available in golf course road at Aravali in sector 56.it is 6000 sqft area with drawing and dinning servant room. Do you want to rent flat for accomodation? Consider 4 BHK flat in the popular locality of Sector 56. Affordable to rent, the flat is available for rent at a competitive amount of Rs 3 Lac/-. However, you are required to deposit a booking amount of Rs 900000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Family. The flat is strategically located near golf course road. The location ensures a splendid view of garden/park, pool, main road. The flat is bundled with spacious 2 covered car parking. In addition to this, the flat is studded with capacious 2 balconies. The flat on rent has 4 large and spacious bedrooms. You also get 1 store room that allows you additional storage space. And 1 study room that can be used as a guest room or a home office. A beautifully designed abode, the flat is furnished. The flat is immediately available for rent. "
gurgaon,> 10 BHK Builder Floor for Rent in Sushant Lok 1 Block C,None,Furnished,Bachelors/Family,Immediately,300 sqyrd,1 out of 3,North - West,"Garden/Park, Main Road",> 10,> 10,₹1.9 Lac,"This is a 12 room guesthouse built in 500 sq yards. Very spacious rooms and willing to let out.::::Located in a prime location, this property has AC, Beds, Mirror Wardrobes, and well ventilated rooms.::::Please contact for more details."
gurgaon,"4 BHK Apartment for Rent in M3M Woodshire, Sector 107",M3M Woodshire,Semi-Furnished,Bachelors/Family,Immediately,2400 sqft,7 out of 16,East,"Garden/Park, Pool, Main Road",4,4,"₹28,000","M3M Woodshire in Sector 107 , Gurgaon has apartments available at an affordable budget range between INR 58.0 Lac - 1.75 Cr.The M3M Woodshire is a luxurious residential project that is designed in the lap of nature and features tree- lined roads, wooden parks and gets ample of sunlight to give you a healthy and stress- free life. The residential apartments in M3M Woodshire are well- ventilated and receives ample of sunlight. Offering 70 open space, the M3M Woodshire in Sector 107, Gurgaon features 18 towers and 995 residential apartments. These 2BHK, 3BHK and 4BHK flats in Sector 107, Gurgaon are available in various sizes."
gurgaon,"3 BHK Builder Floor for Rent in All Punjabi Welfare Association, Sector 23",All Punjabi Welfare Association,Semi-Furnished,Bachelors/Family,Immediately,1500 sqft,1 out of 4,North - East,"Garden/Park, Main Road",3,2,"₹35,000","its a 3bhk independent builder floor available fer rent in sector 23::::3bedroom lounge dining area kitchen 3 toilet 2 balconies lift stilt parking, 1st floor available for rent in Sector 23. Suitable for people working inc 23"
gurgaon,"3 BHK Apartment for Rent in DLF Crest, Sector 54",DLF Crest,Semi-Furnished,Bachelors/Family,Immediately,None,1 out of 38,West,Main Road,4,3,₹1.9 Lac,"Catering only to the Super Luxury, Luxury Premium segment, DLF Crest of the premium residential If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Sector 54. The spacious flat offered on rent is part of the popular project Dlf Crest. Affordable to rent, the flat is available for rent at a competitive amount of Rs 1.9 Lac/-. Plus you need to pay a booking amount of only Rs 380000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are jogging and strolling track. The flat is centrally located near seamless connectivity with 16-lane expressway rapid metro network. It provides an amazing view of main road. Ensuring that you park the car safely, the flat has 3 covered car parking. It also has 3 balconies. The flat available on rent features 3 spacious bedrooms. The flat comes semi-furnished and is sure to appeal to you. Studded with almost all the features, the flat is immediately available for rent. "
gurgaon,"2 BHK Apartment for Rent in BPTP Spacio, Sector 37D, Delhi Gurgaon Expressway",BPTP Spacio,Semi-Furnished,Bachelors,Immediately,750 sqft,3 out of 19,North - West,"Garden/Park, Main Road",2,3,"₹17,000","This is a beautiful 2bhk flat for rent in sector 37d gurgaon it is a part of If taking a flat for rent is on you mind, you must go for 2 BHK flat in Sector 37D, Delhi Gurgaon Expressway located at the heart of the city. This charming flat available on rent is part of the Bptp Spacio. The rent amount of the flat is very competitive and set at an amount of Rs 17,000/-. Plus you need to pay a booking amount of only Rs 17000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some added-on facilities available with the flat are jogging and strolling track,service/goods lift,intercom facility. Strategically located near near euro international school, the flat is smartly located to offer seamless connectivity. Also, it overlooks garden/park, main road to offer a soothing view. Also, there are 3 balconies in the flat. This flat on rent comes with 2 well planned bedrooms. Moreover, 1 study room can be utilised as a guest room or office area. Designed to meet your modern needs, the flat comes semi-furnished. It is immediately available for rent. "
gurgaon,"3 BHK Apartment for Rent in Dhoot Time Residency, Sector 63",Dhoot Time Residency,Unfurnished,Bachelors/Family,Immediately,1642 sqft,5 out of 13,North,"Garden/Park, Pool, Main Road",2,5,"₹40,000","3 BHK Residential Apartment Available For Rent Dhoot Time Residency Sector 63 , Golf Course Extension Road. Gated Society, All Daily Need Shops Are Available on Just Walking Distance. Complete new wood work. 100 Percent power Back up , Gym , Swimming pool. Very Good Society , Plz Call for more details..."
